kode_kbli,nama_kbli
72109,Penelitian Dan Pengembangan Ilmu Pengetahuan Alam dan Teknologi Rekayasa Lainnya
72201,Penelitian Dan Pengembangan Ilmu Pengetahuan Sosial
72202,Penelitian Dan Pengembangan Linguistik dan Sastra
72203,Penelitian Dan Pengembangan Agama
72204,Penelitian Dan Pengembangan Seni
72205,Penelitian Dan Pengembangan Psikologi
72206,Penelitian Dan Pengembangan Sejarah/Cagar Budaya
72209,Penelitian Dan Pengembangan Ilmu Pengetahuan Sosial dan Humaniora Lainnya.
73100,Periklanan
73201,Penelitian Pasar
73202,Jajak Pendapat Masyarakat
74111,Aktivitas Desain Alat Transportasi dan Permesinan
74112,Aktivitas Desain Peralatan Rumah Tangga dan Furnitur
74113,"Aktivitas Desain Tekstil, Fashion dan Apparel"
74114,Aktivitas Desain industri strategis dan pertahanan
74115,Aktivitas Desain Alat Komunikasi dan Elektronika
74116,Aktivitas Desain Peralatan Olahraga dan Permainan
74117,"Aktivitas Desain Produk Kesehatan, Kosmetik dan Perlengkapan Laboratorium"
74118,Aktivitas Desain Pengemasan
74119,Aktivitas Desain Industri Lainnya
74120,Aktivitas Desain Interior
74130,Aktivitas Desain Komunikasi Visual/ Desain Grafis
74141,"Aktivitas Desain Khusus Film, Video, Program TV, Animasi dan Komik"
74142,Aktivitas Desain Konten Game
74149,Aktivitas Desain Konten Kreatif Lainya
74201,Aktivitas Fotografi
74202,"Aktivitas Angkutan Udara Khusus Pemotretan, Survei Dan Pemetaan"
74311,Aktivitas Sertifikasi Profesi Pihak 1
74312,Aktivitas Sertifikasi Profesi Pihak 2
74321,Aktivitas Sertifikasi Profesi Pihak 3
74322,Aktivitas Sertifikasi Personel Independen
74901,Aktivitas Penerjemah Atau Interpreter
74902,Aktivitas Konsultasi Bisnis Dan Broker Bisnis
74909,"Aktivitas Profesional, Ilmiah dan Teknis Lainnya YTDL"
75000,Aktivitas Kesehatan Hewan
77100,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya"
77210,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat rekreasi dan Olahraga
77220,"Aktivitas Penyewaan Kaset Video, CD, VCD/DVD Dan Sejenisnya"
77291,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Pesta
77292,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Barang Keperluan Rumah Tangga Dan Pribadi
77293,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Barang Hasil Pencetakan Dan Penerbitan
77294,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Bunga Dan Tanaman Hias
77295,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Musik
77299,Aktivitas penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Barang Keperluan Rumah Tangga Dan Pribadi Lainnya YTDL
77311,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Darat Bukan Kendaraan Bermotor Roda Empat Atau Lebih
77312,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Air
77313,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Udara
77319,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Alat Transportasi Lainnya
77321,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Alat Perekaman Gambar & Editing
77322,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Alat Alat Bantu Teknologi Digital
77323,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Alat Kebutuhan MICE
77329,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Mesin dan Peralatan Industri Kreatif Lainnya
77391,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mesin dan Peralatan Industri Pengolahan
77392,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mesin Pertanian Dan Peralatannya
77393,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mesin Dan Peralatan Konstruksi Dan Teknik Sipil
77394,Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak opsi Mesin Kantor Dan Peralatannya
77395,Aktivitas Penyewaan dan Sewa Guna Tanpa Hak Opsi Mesin Pertambangan dan Energi serta Peralatannya
77399,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mesin, Peralatan dan Barang Berwujud Lainnya YTDL"
77400,"Sewa Guna Usaha Tanpa Hak Opsi Intelektual Properti, Bukan Karya Hak Cipta"
78101,Aktivitas Penyeleksian Dan Penempatan Tenaga Kerja Dalam Negeri
78102,Aktivitas Penyeleksian Dan Penempatan Tenaga Kerja Luar Negeri
78103,Aktivitas Penempatan Pekerja Rumah Tangga
78104,Aktivitas Penempatan Tenaga Kerja Daring (Job portal)
78200,Aktivitas Penyediaan Tenaga Kerja Waktu Tertentu
78300,Penyediaan Sumber Daya Manusia dan Manajemen Fungsi Sumber Daya Manusia
78411,Pelatihan Kerja Teknik Pemerintah
78412,Pelatihan Kerja Teknologi Informasi dan Komunikasi Pemerintah
78413,Pelatihan Kerja Industri Kreatif Pemerintah
78414,Pelatihan Kerja Pariwisata dan Perhotelan Pemerintah
78415,Pelatihan Kerja Bisnis dan Manajemen Pemerintah
78416,Pelatihan Kerja Pekerjaan Domestik Pemerintah
78417,Pelatihan Kerja Pertanian dan Perikanan Pemerintah
78419,Pelatihan Kerja Pemerintah Lainnya
78421,Pelatihan Kerja Teknik Swasta
78422,Pelatihan Kerja Teknologi Informasi dan Komunikasi Swasta
78423,Pelatihan Kerja Industri Kreatif Swasta
78424,Pelatihan Kerja Pariwisata dan Perhotelan Swasta
78425,Pelatihan Kerja Bisnis dan Manajemen Swasta
78426,Pelatihan Kerja Pekerjaan Domestik Swasta
78427,Pelatihan Kerja Pertanian dan Perikanan Swasta
78429,Pelatihan Kerja Swasta Lainnya
78431,Pelatihan Kerja Teknik Perusahaan
78432,Pelatihan Kerja Teknologi Informasi dan Komunikasi Perusahaan
78433,Pelatihan Kerja Industri Kreatif Perusahaan
78434,Pelatihan Kerja Pariwisata dan Perhotelan Perusahaan
78435,Pelatihan Kerja Bisnis dan Manajemen Perusahaan
78436,Pelatihan Kerja Pekerjaan Domestik Perusahaan
78437,Pelatihan Kerja Pertanian dan Perikanan Perusahaan
78439,Pelatihan Kerja Perusahaan Lainnya
79111,Aktivitas Agen Perjalanan Wisata
79112,Aktivitas Agen Perjalanan Ibadah Umroh dan Haji Khusus
79119,Aktivitas Agen Perjalanan Lainnya
79121,Aktivitas Biro Perjalanan Wisata
79122,Aktivitas Biro Perjalanan Ibadah Umroh dan Haji Khusus
79129,Aktivitas Biro Perjalanan Lainnya
79911,Jasa Informasi Pariwisata
79912,Jasa Informasi Daya Tarik Wisata
79921,Jasa Pramuwisata
79922,Jasa interpreter wisata
79990,Jasa Reservasi Lainnya YBDI YTDL
80100,Aktivitas Keamanan Swasta
80200,Aktivitas Jasa Sistem Keamanan
80300,Aktivitas Penyelidikan
81100,Aktivitas Penyedia Gabungan Jasa Penunjang Fasilitas
81210,Aktivitas Kebersihan Umum Bangunan
81290,Aktivitas Kebersihan Bangunan Dan Industri Lainnya
81300,Aktivitas Perawatan dan Pemeliharaan Taman
82110,Aktivitas Penyedia Gabungan Jasa Administrasi Kantor
82190,"Aktivitas Fotokopi, Penyiapan Dokumen dan Aktivitas Khusus Penunjang Kantor Lainnya"
82200,Aktivitas call centre
82301,"Jasa Penyelenggara Pertemuan, Perjalanan Insentif, Konferensi dan Pameran (MICE)"
82302,Jasa Penyelenggara Event Khusus (Special Event)
82911,Aktivitas Debt Collection
82912,Aktivitas Lembaga Pengelola Informasi Perkreditan
82920,Aktivitas Pengepakan
82990,Aktivitas Jasa Penunjang Usaha Lainnya YTDL
84111,Lembaga Legislatif
84112,Penyelenggaraan Pemerintah Negara Dan Kesekretariatan Negara
84113,"Lembaga Eksekutif Keuangan, Perpajakan Dan Bea Cukai"
84114,Lembaga Eksekutif Perencanaan
84115,Lembaga Pemerintah Non Kementrian Dengan Tugas Khusus
84119,Kegiatan Administrasi Pemerintahan Lainnya
84121,Administrasi Pelayanan Pemerintah Bidang Pendidikan
84122,Administrasi Pelayanan Pemerintah Bidang Kesehatan
84123,Administrasi Pelayanan Pemerintah Bidang Perumahan
84124,Administrasi Pelayanan Pemerintah Bidang Kesejahteraan Sosial
84125,Administrasi Pelayanan Pemerintah Bidang Keagamaan
84126,Administrasi Pelayanan Pemerintah Bidang Kebudayaan/Kesenian/Rekreasi/Olahraga
84127,Administrasi Pelayanan Pemerintah Bidang Lingkungan Hidup
84129,"Administrasi Pelayanan Pemerintah Bidang Sosial Lainnya Bukan Kesehatan, Pendidikan, Keagamaan Dan Kebudayaan"
84131,Kegiatan Lembaga Pemerintahan Bidang Pertanian
84132,"Kegiatan Lembaga Pemerintahan Bidang Pertambangan Dan Penggalian, Listrik, Air dan Gas"
84133,Kegiatan Lembaga Pemerintahan Bidang Perindustrian
84134,Kegiatan Lembaga Pemerintahan Bidang Komunikasi Dan Informatika
84135,Kegiatan Lembaga Pemerintahan Bidang Konstruksi
84136,Kegiatan Lembaga Pemerintahan Bidang Perdagangan Dan Pariwisata
84137,Kegiatan Lembaga Pemerintahan Bidang Perhubungan
84138,Kegiatan Lembaga Pemerintahan Bidang Ketenagakerjaan
84139,Kegiatan Lembaga Pemerintahan Untuk Menciptakan Efisiensi Produksi Dan Bisnis Lainnya
84210,Hubungan Luar Negeri
84221,Lembaga Pertahanan Dan Angkatan Bersenjata
84222,Angkatan Darat
84223,Angkatan Udara
84224,Angkatan Laut
84231,Kepolisian
84232,Pertahanan Sipil
84233,Lembaga Peradilan
84234,Badan Nasional Penanggulangan Bencana dan Pemadam Kebakaran
84300,Jaminan Sosial Wajib
85111,Pendidikan Dasar/Ibtidaiyah Pemerintah
85112,Pendidikan Menengah Pertama/Tsanawiyah Pemerintah
85121,Pendidikan Dasar/Ibtidaiyah Swasta
85122,Pendidikan Menengah Pertama/Tsanawiyah Swasta
85131,Pendidikan Taman Kanak-kanak Pemerintah
85132,Pendidikan Taman Kanak-kanak Swasta/Raudatul Athfal/Bustanul Athfal
85133,Pendidikan Kelompok Bermain
85134,Pendidikan Taman Penitipan Anak
85135,Pendidikan Taman Kanak-kanak Luar Biasa
85139,Pendidikan anak usia dini sejenis lainnya
85141,Satuan Pendidikan Kerjasama Kelompok Bermain
85142,Satuan Pendidikan Kerjasama Taman Kanak-Kanak
85143,Satuan Pendidikan Kerjasama Pendidikan Dasar
85144,Satuan Pendidikan Kerjasama Pendidikan Menengah Pertama
85151,Satuan Pendidikan Anak Usia Dini/PAUD Al-Quran
85152,Satuan Pendidikan Muadalah/Pendidikan Diniyah Formal Ula
85153,Satuan Pendidikan Muadalah/Pendidikan Diniyah Formal Wustha
85154,Satuan Pendidikan Pesantren Pengkajian Kitab Kuning Ula
85155,Satuan Pendidikan Pesantren Pengkajian Kitab Kuning Wustha
85161,Satuan Pendidikan Keagamaan Anak Usia Dini
85162,Satuan Pendidikan Keagamaan Dasar
85163,Satuan Pendidikan Keagamaan Menengah Pertama
85210,Pendidikan Menengah Atas/Aliyah Pemerintah
85220,Pendidikan Menengah/Aliyah Swasta
85230,Pendidikan Menengah Kejuruan dan Teknis/Aliyah Kejuruan Pemerintah
85240,Pendidikan Menengah Kejuruan/Aliyah Kejuruan Swasta
85251,Satuan Pendidikan Kerjasama Pendidikan Menengah Atas
85252,Satuan Pendidikan Kerjasama Pendidikan Menengah Kejuruan
85261,Satuan Pendidikan Muadalah/ Pendidikan Diniyah Formal Ulya
85262,Satuan Pendidikan Pesantren Pengkajian Kitab Kuning Ulya
85263,Satuan Pendidikan Muadalah Wustha dan Ulya Berkesinambungan
85270,Satuan Pendidikan Keagamaan Menengah
85311,Pendidikan Tinggi Akademik Pemerintah
85312,Pendidikan Tinggi Vokasi dan Profesi Pemerintah
85321,Pendidikan Tinggi Akademik Swasta
85322,Pendidikan Tinggi Vokasi dan Profesi Swasta
85331,Pendidikan Tinggi Keagamaan Pemerintah
85332,Pendidikan Tinggi Keagamaan Swasta
85340,Pendidikan Pesantren Tinggi (Mahad Aly)
85410,Jasa Pendidikan Olahraga Dan Rekreasi
85420,Pendidikan Kebudayaan
85430,Pendidikan Lainnya Pemerintah
85440,Satuan Pendidikan Kerjasama Pendidikan NonFormal
85451,Pendidikan Pesantren Lainnya
85452,Pendidikan Keagamaan Islam Non Formal
85459,Pendidikan Keagamaan Lainnya YTDL
85491,Jasa Pendidikan Manajemen Dan Perbankan
85492,Jasa Pendidikan Komputer (Teknologi Informasi dan Komunikasi) Swasta
85493,Pendidikan Bahasa Swasta
85494,Pendidikan Kesehatan Swasta
85495,Pendidikan Bimbingan Belajar Dan Konseling Swasta
85496,Pendidikan Awak Pesawat dan jasa Angkutan Udara Khusus Pendidikan Awak Pesawat
85497,Pendidikan Teknik Swasta
85498,Pendidikan Kerajinan Dan Industri
85499,Pendidikan Lainnya Swasta
85500,Kegiatan Penunjang Pendidikan
86101,Aktivitas Rumah Sakit Pemerintah
86102,Aktivitas Puskesmas
86103,Aktivitas Rumah Sakit Swasta
86104,Aktivitas Klinik Pemerintah
86105,Aktivitas Klinik Swasta
86109,Aktivitas Rumah Sakit Lainnya
86201,Aktivitas Praktik Dokter
86202,Aktivitas Praktik Dokter Spesialis
86203,Aktivitas Praktik Dokter Gigi
86901,Aktivitas pelayanan kesehatan yang dilakukan oleh tenaga kesehatan selain dokter dan dokter gigi
86902,Aktivitas Pelayanan Kesehatan Tradisional
86903,Aktivitas Pelayanan Penunjang Kesehatan
86904,Aktivitas Angkutan Khusus Pengangkutan Orang Sakit (Medical Evacuation)
87100,Aktivitas sosial di dalam panti untuk perawatan dan pemulihan kesehatan
87201,Aktivitas Sosial di Dalam Panti untuk Penyandang Disabilitas Grahita
87202,Aktivitas Sosial di Dalam Panti untuk Penyandang Disabilitas Laras
87203,"Aktivitas Sosial di Dalam Panti untuk Korban Penyalah Gunaan Narkotika, Alkohol , Psikotropika dan Zat adiktif (NAPZA)"
87301,Aktivitas Sosial Pemerintah di Dalam Panti Untuk Lanjut Usia
87302,Aktivitas Sosial Swasta di Dalam Panti Untuk Lanjut Usia
87303,Aktivitas Sosial di Dalam Panti untuk Penyandang Disabilitas Netra
87304,Aktivitas Sosial di Dalam Panti untuk Penyandang Disabilitas Daksa
87305,Aktivitas Sosial di Dalam Panti untuk Penyandang Disabilitas Rungu Wicara
87901,Aktivitas Panti Asuhan Pemerintah
87902,Aktivitas Panti Asuhan Swasta
87903,Aktivitas Sosial di Dalam Panti untuk Anak yang Berhadapan dengan Hukum
87904,Aktivitas Sosial di Dalam Panti untuk Bina Remaja
87905,Aktivitas Sosial di Dalam Panti untuk Petirahan anak
87906,Aktivitas Sosial di Dalam Panti Sosial Karya Wanita
87907,Aktivitas Sosial di Dalam Panti Gelandangan dan Pengemis
87909,Aktivitas Sosial Di Dalam Panti Lainnya YTDL
88101,Aktivitas Sosial Pemerintah Tanpa Akomodasi Untuk Lanjut Usia Dan Penyandang Disabilitas
88102,Aktivitas Sosial Swasta Tanpa Akomodasi Untuk Lanjut Usia Dan Penyandang Disabilitas
88911,Aktivitas Sosial Pengumpulan Dana Keislaman
88919,Aktivitas Sosial Pengumpulan Dana Lainnya
88991,Aktivitas Sosial Pemerintah Tanpa Akomodasi Lainnya YTDL
88992,Aktivitas Sosial Swasta Tanpa Akomodasi Lainnya YTDL
90011,Aktivitas Seni Pertunjukan
90012,Aktivitas Penunjang Seni Pertunjukan
90021,Pelaku Kreatif Seni Pertunjukan
90022,Pelaku Kreatif Seni Musik
90023,Aktivitas Pelaku Kreatif Seni Rupa
90024,Aktivitas Penulis dan Pekerja Sastra
90025,Jurnalis Berita Independen
90029,Aktivitas Pekerja Seni dan Pekerja Kreatif Lainnya
90030,Aktivitas Impresariat Bidang Seni dan Festival Seni
90040,Aktivitas Operasional Fasilitas Seni
90090,"Aktivitas Hiburan, Seni dan Kreativitas Lainnya"
91011,Perpustakaan Dan Arsip Pemerintah
91012,Perpustakaan dan Arsip Swasta
91021,Museum Yang Dikelola Pemerintah
91022,Museum Yang Dikelola Swasta
91023,Peninggalan Sejarah/Cagar Budaya Yang Dikelola Pemerintah
91024,Peninggalan Sejarah/Cagar Budaya Yang Dikelola Swasta
91025,Taman Budaya
91029,Wisata Budaya Lainnya
91031,Taman Konservasi Di Luar Habitat Alami (Ex-Situ)
91032,Taman Nasional
91033,Taman Hutan Raya
91034,Taman Wisata Alam
91035,Suaka Margasatwa
91036,Taman Laut
91037,Kawasan Buru
91038,Hutan Lindung
91039,Aktivitas Kawasan Alam Lainnya
92000,Aktivitas Perjudian Dan Pertaruhan
93111,Fasilitas Stadion
93112,Fasilitas Sirkuit
93113,Fasilitas Gelanggang/Arena
93114,Fasilitas Lapangan
93115,Fasilitas Olahraga Beladiri
93116,Fasilitas Pusat Kebugaran/ Fitness Center
93119,Pengelolaan Fasilitas Olah raga Lainnya
93121,Klub Sepak Bola
93122,Klub Golf
93123,Klub Renang
93124,Klub Tenis Lapangan
93125,Klub Tinju
93126,Klub Bela Diri
93127,Klub Kebugaran/Fitness Dan Binaraga
93128,Klub Bowling
93129,Klub Olahraga Lainnya
93191,Promotor Kegiatan Olahraga
93192,"Olahragawan, Juri dan Wasit Profesional"
93193,Aktivitas Perburuan
93194,Badan Regulasi Dan Liga Olahraga
93195,Aktivitas Olahraga Tradisional
93199,Aktivitas Lainnya Yang Berkaitan Dengan Olahraga
93211,Taman Rekreasi
93219,Aktivitas taman bertema atau taman hiburan lainnya
93221,Pemandian Alam
93222,Wisata Gua
93223,Wisata Petualangan Alam
93224,Wisata Pantai
93229,Daya Tarik Wisata Alam Lainnya
93231,Wisata Agro
93232,Taman Rekreasi/Taman Wisata
93233,Kolam Pemancingan
93239,Daya Tarik Wisata Buatan/Binaan Manusia Lainnya
93241,Arung Jeram
93242,Wisata Selam
93243,Dermaga Marina
93244,Kolam Pemancingan
93245,Wisata Memancing
93246,Aktivitas Wisata Air
93249,Wisata Tirta Lainnya
93291,Klub Malam
93292,Karaoke
93293,Usaha Arena Permainan
93294,Diskotek
93299,Aktivitas Hiburan dan Rekreasi Lainnya Ytdl
94110,Aktivitas Organisasi Bisnis Dan Pengusaha
94121,Aktivitas Organisasi Ilmu Pengetahuan Sosial Dan Masyarakat
94122,Aktivitas Organisasi Ilmu Pengetahuan Alam Dan Teknologi
94200,Aktivitas Organisasi Buruh
94910,Aktivitas Organisasi Keagamaan
94920,Aktivitas Organisasi Politik
94990,Aktivitas Organisasi Keanggotaan Lainnya YTDL
95110,Reparasi Komputer dan Peralatan Sejenisnya
95120,Reparasi Peralatan Komunikasi
95210,Reparasi Alat-alat Elektronik Konsumen
95220,Reparasi Peralatan Rumah Tangga Dan Peralatan Rumah Dan Kebun
95230,Reparasi Alas Kaki Dan Barang Dari Kulit
95240,Reparasi Furnitur Dan Perlengkapan Rumah
95291,Aktivitas Vermak Pakaian
95299,Reparasi Barang Rumah Tangga Dan Pribadi Lainnya
96111,Aktivitas Pangkas Rambut
96112,Aktivitas Salon Kecantikan
96121,Rumah Pijat
96122,Aktivitas SPA (Sante Par Aqua)
96129,Aktivitas Kebugaran Lainnya
96200,Aktivitas penatu
96910,Aktivitas Pemakaman Dan Kegiatan YBDI
96990,Aktivitas Jasa Perorangan Lainnya YTDL
97000,Aktivitas Rumah Tangga Sebagai Pemberi Kerja Dari Personil Domestik
98100,Aktivitas Yang Menghasilkan Barang Oleh Rumah Tangga Yang Digunakan Untuk Memenuhi Kebutuhan Sendiri
98200,Aktivitas yang menghasilkan jasa oleh rumah tangga yang digunakan untuk memenuhi kebutuhan sendiri
99000,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya
